"F_Id","F_EnCode","F_FullName","F_Description","F_CreatorTime"
"01eaa85cd11340c394d05e2175440cf6","10001382","测试大数据10001382",,"22/1/2021 08:27:00"
"01ecb535fc6946e691ef7e174db5c79c","10001851","测试大数据10001851",,"22/1/2021 08:27:00"
"01f100eb73364ada9e5a4fcea39c2071","10006572","测试大数据10006572",,"22/1/2021 08:27:00"
"01f4ac8656804992890639f8d2116aa5","10003894","测试大数据10003894",,"22/1/2021 08:27:00"
"01f6b577e49f45bd9a84e97278bdc323","10000039","测试大数据10000039",,"22/1/2021 08:27:00"
"01f81abc572c45e8b1de4a1087af5e01","10002234","测试大数据10002234",,"22/1/2021 08:27:00"
"0202721beffa489e8f0fd14552f80008","10003975","测试大数据10003975",,"22/1/2021 08:27:00"
"02088f0a543747e092ea5d0f3099a0fa","10003497","测试大数据10003497",,"22/1/2021 08:27:00"
"020989887d2540fabd83d776b27f6742","10008497","测试大数据10008497",,"22/1/2021 08:27:00"
"020c8f9e75a84ba1966f7b248b329171","10005855","测试大数据10005855",,"22/1/2021 08:27:00"
"0217b9d5e8dc4396875012f3ca771adc","10009145","测试大数据10009145",,"22/1/2021 08:27:00"
"02315e3896c04aa58e6f6a5897587256","10000110","测试大数据10000110",,"22/1/2021 08:27:00"
"0231b8add5c64ce4b5b2146f9a1e8e6e","10008713","测试大数据10008713",,"22/1/2021 08:27:00"
"0237ef13969a426d9968c5e50e4772f6","10003571","测试大数据10003571",,"22/1/2021 08:27:00"
"023ad9841a4a4f1d85d304b40c77419e","10009254","测试大数据10009254",,"22/1/2021 08:27:00"
"023e4cd230014708b11cc7078fb558a8","10009630","测试大数据10009630",,"22/1/2021 08:27:00"
"0244e15ca3f44feab86423ef2089a23d","10000815","测试大数据10000815",,"22/1/2021 08:27:00"
"024adb2efcbe4c1f9ab7bd18117672b6","10004432","测试大数据10004432",,"22/1/2021 08:27:00"
"024c08b92cb44a5ab1d72812e7f5f612","10006360","测试大数据10006360",,"22/1/2021 08:27:00"
"02532e992fb24434ae6ecf1d122b6888","10009113","测试大数据10009113",,"22/1/2021 08:27:00"
"02601534a742455984702f420833fbc5","10005525","测试大数据10005525",,"22/1/2021 08:27:00"
"02607e8237c14718b9d9afb10b151222","10003814","测试大数据10003814",,"22/1/2021 08:27:00"
"0267230bca77460cae784b790dbbae50","10000881","测试大数据10000881",,"22/1/2021 08:27:00"
"026a33f2138b403d989a272da8f7c8fc","10004579","测试大数据10004579",,"22/1/2021 08:27:00"
"026c93f8fc6940d88433869536542922","10006490","测试大数据10006490",,"22/1/2021 08:27:00"
"026d9abc25f048d29f2d6d783767f64a","10000553","测试大数据10000553",,"22/1/2021 08:27:00"
"0272d4881abe4373b6efb94018909f47","10009793","测试大数据10009793",,"22/1/2021 08:27:00"
"028610886ff8415ea7902fd435726e73","10004251","测试大数据10004251",,"22/1/2021 08:27:00"
"028846787316482aa6f64342daba3ba6","10004909","测试大数据10004909",,"22/1/2021 08:27:00"
"028e64a1d75c4a27abe510f5adaf294f","10006684","测试大数据10006684",,"22/1/2021 08:27:00"
"028e6b1ceb024e769c85f95a596d5187","10004754","测试大数据10004754",,"22/1/2021 08:27:00"
"028f7d910be3435eafe8da98b12a6353","10000955","测试大数据10000955",,"22/1/2021 08:27:00"
"029cc073632041b780d134925ebc1b7d","10000643","测试大数据10000643",,"22/1/2021 08:27:00"
"02b4197cffb14f678684c75e0aff9e8e","10007823","测试大数据10007823",,"22/1/2021 08:27:00"
"02b54541bd424a7f83885906ffc5adf0","10000273","测试大数据10000273",,"22/1/2021 08:27:00"
"02c2723b6df5431299d8365bd2776eb1","10006999","测试大数据10006999",,"22/1/2021 08:27:00"
"02c3636bd8c54e2d9d2c99575b57c007","10002395","测试大数据10002395",,"22/1/2021 08:27:00"
"02c57b60a85242658b86d3aef98f17c9","10004208","测试大数据10004208",,"22/1/2021 08:27:00"
"02ca3861e2d14b0f97b46c17c1de38ca","10001931","测试大数据10001931",,"22/1/2021 08:27:00"
"02cd72803663446381439c05bfa9f91e","10005284","测试大数据10005284",,"22/1/2021 08:27:00"
"02ced3e2ed4b418c97aa4fcf9c114a26","10009728","测试大数据10009728",,"22/1/2021 08:27:00"
"02cee689d14d42808eae3920ed46f925","10000907","测试大数据10000907",,"22/1/2021 08:27:00"
"02d81a7248e84d018e2afb823dbe7609","10008142","测试大数据10008142",,"22/1/2021 08:27:00"
"02e7cfd415fc4c8aa6d91ff9eba68bce","10005486","测试大数据10005486",,"22/1/2021 08:27:00"
"02eddb8d34a14df2a5b0227338f46cc0","10001094","测试大数据10001094",,"22/1/2021 08:27:00"
"02f390450d77459a946064f9d82dd4c5","10001997","测试大数据10001997",,"22/1/2021 08:27:00"
"03114788fc454b06a18a9891c9649442","10004317","测试大数据10004317",,"22/1/2021 08:27:00"
"031c5262d955418089d56b8b55e28fc8","10001389","测试大数据10001389",,"22/1/2021 08:27:00"
"0332762633c14dc2ba4502661078f8c1","10004631","测试大数据10004631",,"22/1/2021 08:27:00"
"033699b001f94240bf9a7b90230d74cb","10009918","测试大数据10009918",,"22/1/2021 08:27:00"
"0338578263924e179608639dc54ff597","10002421","测试大数据10002421",,"22/1/2021 08:27:00"
"03396f056b424cb88f55667878f6f266","10002414","测试大数据10002414",,"22/1/2021 08:27:00"
"033b46bc094a46bf97e15c3626e561f7","10003173","测试大数据10003173",,"22/1/2021 08:27:00"
"033ea28709fa4bdab055ede05b262eeb","10007856","测试大数据10007856",,"22/1/2021 08:27:00"
"03401e5c4e9d4eb58aab4ccba70dec41","10007504","测试大数据10007504",,"22/1/2021 08:27:00"
"034d25c971464fa099fb5256720d544f","10004464","测试大数据10004464",,"22/1/2021 08:27:00"
"034fdae71283473e9fcc25402d25a832","10005610","测试大数据10005610",,"22/1/2021 08:27:00"
"0353461d162b4bea926ac0b6a63ebc35","10009740","测试大数据10009740",,"22/1/2021 08:27:00"
"035effade8e64cb4bd9acd0f220e4536","10002327","测试大数据10002327",,"22/1/2021 08:27:00"
"0362dfcffe5b461cad36cea176512108","10005087","测试大数据10005087",,"22/1/2021 08:27:00"
"0373ff7997524a6da8ca3c6c015fca97","10001304","测试大数据10001304",,"22/1/2021 08:27:00"
"03771e5eb0a74d5a8a12782ffe2ba16a","10001406","测试大数据10001406",,"22/1/2021 08:27:00"
"03782755896c4cfea9f30b2eb76efb61","10001397","测试大数据10001397",,"22/1/2021 08:27:00"
"03783a290a2b454ba2ee0d67f8ebdf04","10000655","测试大数据10000655",,"22/1/2021 08:27:00"
"037d77f06a2b43fe976c77041d270406","10004493","测试大数据10004493",,"22/1/2021 08:27:00"
"03804eecd8964c85802e2382b6519b6e","10002427","测试大数据10002427",,"22/1/2021 08:27:00"
"03945cfbbdb04a949c0c44c916a830af","10002374","测试大数据10002374",,"22/1/2021 08:27:00"
"039869a431164dcf9da7d20187cb8319","10005127","测试大数据10005127",,"22/1/2021 08:27:00"
"03ab06a928ca489d894fd2a62ceac62e","10003176","测试大数据10003176",,"22/1/2021 08:27:00"
"03ab84c7eaf84d46a703ceb7e7d40b86","10002094","测试大数据10002094",,"22/1/2021 08:27:00"
"03ae139d35a04ca088a39dee5d05ef92","10005584","测试大数据10005584",,"22/1/2021 08:27:00"
"03bbe3f5decc461db60d345f1966ff6a","10006069","测试大数据10006069",,"22/1/2021 08:27:00"
"03cd1cf4505d45188db7122c6cf4ca1f","10005090","测试大数据10005090",,"22/1/2021 08:27:00"
"03d152f4193245d1ab5c3f84f05bdad2","10009060","测试大数据10009060",,"22/1/2021 08:27:00"
"03d25c5689754083bef8f8bdc0b425d6","10009369","测试大数据10009369",,"22/1/2021 08:27:00"
"03d8d0f3cbd048cdb008a2a92b87000e","10005668","测试大数据10005668",,"22/1/2021 08:27:00"
"03e3230565df4cbebfa2f048f5528f1c","10004420","测试大数据10004420",,"22/1/2021 08:27:00"
"03f120d65d344a0dbe1cdb142cfb431e","10001294","测试大数据10001294",,"22/1/2021 08:27:00"
"03f86816a7a843c284a107bef03467f5","10007637","测试大数据10007637",,"22/1/2021 08:27:00"
"0407dffae221496dacb876e89b23ccc3","10003521","测试大数据10003521",,"22/1/2021 08:27:00"
"040c666d47614a46976817a5982fec75","10006866","测试大数据10006866",,"22/1/2021 08:27:00"
"040c7b810ee74e7daf08c122ac6feacb","10000398","测试大数据10000398",,"22/1/2021 08:27:00"
"0412a2e858cf46d58316f9537805c3d1","10004418","测试大数据10004418",,"22/1/2021 08:27:00"
"04138cc689d84dc3b8492185255a771f","10003761","测试大数据10003761",,"22/1/2021 08:27:00"
"04154560655049b7941fa552ae1233c5","10001324","测试大数据10001324",,"22/1/2021 08:27:00"
"0419d5d257464ea688ef47f2df5d794f","10009239","测试大数据10009239",,"22/1/2021 08:27:00"
"041fdaa7d7bc4b40b1a87c1517b4c1f1","10005711","测试大数据10005711",,"22/1/2021 08:27:00"
"042257c42dfa4c5abebbcdb5e8b8ee8a","10001248","测试大数据10001248",,"22/1/2021 08:27:00"
"04298cde90fd43a0adac43c4640e9466","10008787","测试大数据10008787",,"22/1/2021 08:27:00"
"042d396bec1a4a438c43d4aa96766a35","10005161","测试大数据10005161",,"22/1/2021 08:27:00"
"042ee5e9633f4b28a3039922ebbd3205","10004610","测试大数据10004610",,"22/1/2021 08:27:00"
"043064e27b7d45abbbaa368f37739583","10005698","测试大数据10005698",,"22/1/2021 08:27:00"
"043df9ee3b1147e6a4ad2205711622ce","10006424","测试大数据10006424",,"22/1/2021 08:27:00"
"0440e76f5cc149b38ccedbe7dbeb2657","10004135","测试大数据10004135",,"22/1/2021 08:27:00"
"0454a1715f8545a4889f2f90a1d36cf2","10003875","测试大数据10003875",,"22/1/2021 08:27:00"
"045d14af351240f18536a8e2b27c3a17","10005116","测试大数据10005116",,"22/1/2021 08:27:00"
"045e4e3d20174f42a32995d914468368","10000012","测试大数据10000012",,"22/1/2021 08:27:00"
"046c7ed48cf147b892bf9660553ff5a1","10005739","测试大数据10005739",,"22/1/2021 08:27:00"
"0472f6ecec8f43938bc2c03455deebc3","10000946","测试大数据10000946",,"22/1/2021 08:27:00"
"048671e427934d728985763fa597ef75","10006830","测试大数据10006830",,"22/1/2021 08:27:00"
"048cd149c55a4060840f8785e72514eb","10005741","测试大数据10005741",,"22/1/2021 08:27:00"
"0490067126dc42859186c229d069f0b8","10000954","测试大数据10000954",,"22/1/2021 08:27:00"
"049893a23d9c4477b0060cc1969e0d2c","10002107","测试大数据10002107",,"22/1/2021 08:27:00"
"04a50542e411414eb818ec659f87c01f","10002557","测试大数据10002557",,"22/1/2021 08:27:00"
"04a5545395994ca3af3177e7c35d2cd9","10000309","测试大数据10000309",,"22/1/2021 08:27:00"
"04ac71df66ff425496ee5057b6ef6fe0","10002713","测试大数据10002713",,"22/1/2021 08:27:00"
"04c6cc8e8f834d199075d219f88b3bd6","10001826","测试大数据10001826",,"22/1/2021 08:27:00"
"04c7edaf2b934a889ac89607eb4f5ebc","10003073","测试大数据10003073",,"22/1/2021 08:27:00"
"04d0394b473e425992e6deb2e32ffb21","10002631","测试大数据10002631",,"22/1/2021 08:27:00"
"04d18983361f4ee8a775dfbffac6d903","10003995","测试大数据10003995",,"22/1/2021 08:27:00"
"04d4fc7932674cf4b037bb00b2151ee4","10001357","测试大数据10001357",,"22/1/2021 08:27:00"
"04d5237baa454ef98ee66295011c812b","10009747","测试大数据10009747",,"22/1/2021 08:27:00"
"04d553b090f149f8ad5d1a84af184296","10001061","测试大数据10001061",,"22/1/2021 08:27:00"
"04d6919ec47b45aa83e003724767899a","10005188","测试大数据10005188",,"22/1/2021 08:27:00"
"04e50e21bc8643c5875c76c040b3e727","10005104","测试大数据10005104",,"22/1/2021 08:27:00"
"04e7764486f44c0889056d969daed105","10005792","测试大数据10005792",,"22/1/2021 08:27:00"
"04ff8a1df6d542fbb2c915ac1aaf35a3","10006580","测试大数据10006580",,"22/1/2021 08:27:00"
"050f019ba4114a4c9e83cc528eb40f34","10003955","测试大数据10003955",,"22/1/2021 08:27:00"
"0512314045e847ab8832760bded7720c","10002442","测试大数据10002442",,"22/1/2021 08:27:00"
"0517916d35fd4514b17e6bd1b8b0571f","10000606","测试大数据10000606",,"22/1/2021 08:27:00"
"05203e66e37247549203b37bd81c1377","10008584","测试大数据10008584",,"22/1/2021 08:27:00"
"05207a2365e94251861549cf00be7d04","10006279","测试大数据10006279",,"22/1/2021 08:27:00"
"0522b7ff67824d668ccf056cce1be0dc","10009754","测试大数据10009754",,"22/1/2021 08:27:00"
"052b07accd67485cb81be063a2639a8a","10006253","测试大数据10006253",,"22/1/2021 08:27:00"
"0530727b88f14a96b25ad048978d503b","10002700","测试大数据10002700",,"22/1/2021 08:27:00"
"053f20b5fd1e4a9aa4aed325712cfbe5","10004102","测试大数据10004102",,"22/1/2021 08:27:00"
"0544e4e504fe47858c2de457fcdec730","10002880","测试大数据10002880",,"22/1/2021 08:27:00"
"054fe4c0af2649ea818bf77686ebdfa1","10004711","测试大数据10004711",,"22/1/2021 08:27:00"
"0550c35501134cc78394d839f13ee451","10006309","测试大数据10006309",,"22/1/2021 08:27:00"
"05586a95057c4e139a7ca4778e232174","10004340","测试大数据10004340",,"22/1/2021 08:27:00"
"0564c1d4688b43bcb2960823299564ce","10001227","测试大数据10001227",,"22/1/2021 08:27:00"
"05765b4afa6842dbaa92260b9162f6cd","10005353","测试大数据10005353",,"22/1/2021 08:27:00"
"057de8aa0887463ab734132c0e3b6a08","10002431","测试大数据10002431",,"22/1/2021 08:27:00"
"0580504678504c4091f25f00b1669a1b","10003682","测试大数据10003682",,"22/1/2021 08:27:00"
"05928942739445508a143794d68b9f50","10006597","测试大数据10006597",,"22/1/2021 08:27:00"
"0595af58a988444f95d589f90dca5ea5","10007576","测试大数据10007576",,"22/1/2021 08:27:00"
"0597029f4f7648ce97256b50a3dc9482","10004391","测试大数据10004391",,"22/1/2021 08:27:00"
"059c5988a7aa43a3ab85bfccfaa053aa","10007494","测试大数据10007494",,"22/1/2021 08:27:00"
"05a48359a4c142b7bbb7c4e1c37ed573","10006932","测试大数据10006932",,"22/1/2021 08:27:00"
"05a679948993404fbbf3b283040669d9","10009158","测试大数据10009158",,"22/1/2021 08:27:00"
"05aa8f8fccb74a34bfa5bb8d251fb154","10009273","测试大数据10009273",,"22/1/2021 08:27:00"
"05aaa7dbbe02446fa1df438025cea02f","10001428","测试大数据10001428",,"22/1/2021 08:27:00"
"05ae070ac8694a8daaa6d3286fba9a15","10002878","测试大数据10002878",,"22/1/2021 08:27:00"
"05b71fbe70dc4a829017f1e09aae279c","10008088","测试大数据10008088",,"22/1/2021 08:27:00"
"05ba473a02384e6aacb31c4e7abdd456","10006202","测试大数据10006202",,"22/1/2021 08:27:00"
"05c2cddf408c4bfa9e460f79c11bcd2a","10008295","测试大数据10008295",,"22/1/2021 08:27:00"
"05c850e12fd94ebcae542c468e2f9ea5","10004578","测试大数据10004578",,"22/1/2021 08:27:00"
"05c9bf4451154a609e09f267cf7718b1","10009249","测试大数据10009249",,"22/1/2021 08:27:00"
"05d0c5f599044200975fdf59f218189e","10002075","测试大数据10002075",,"22/1/2021 08:27:00"
"05d7d049c64943529b6847d10fb8d6d6","10009454","测试大数据10009454",,"22/1/2021 08:27:00"
"05dc9d3f4ac64d6995d57b9e8972bfd8","10005324","测试大数据10005324",,"22/1/2021 08:27:00"
"05efd431f6294283b7d2bc8e8b1d334a","10005177","测试大数据10005177",,"22/1/2021 08:27:00"
"05f0665442a44b96a7ffbb1f3773a206","10007311","测试大数据10007311",,"22/1/2021 08:27:00"
"05fca65591ad437f94592fa466cf7b0e","10001609","测试大数据10001609",,"22/1/2021 08:27:00"
"06035371a50e46b0a4cf917a1a2b8064","10009470","测试大数据10009470",,"22/1/2021 08:27:00"
"0603ceb8118f4cea9def37be3a5ec026","10007524","测试大数据10007524",,"22/1/2021 08:27:00"
"0605fbde002540babe4b84247f982546","10007105","测试大数据10007105",,"22/1/2021 08:27:00"
"060d06df0c9e4c02b5c512290adaf976","10000304","测试大数据10000304",,"22/1/2021 08:27:00"
"061134a94f2f4dada1a3d1c609219a66","10007907","测试大数据10007907",,"22/1/2021 08:27:00"
"061724ea294d429688e0c8cf23e39619","10007691","测试大数据10007691",,"22/1/2021 08:27:00"
"06184c78f687456697cdb49896091bdb","10006313","测试大数据10006313",,"22/1/2021 08:27:00"
"06217e54b4e8473da07e219a84157a9e","10001574","测试大数据10001574",,"22/1/2021 08:27:00"
"062d802b3d154c34bd807aaff47e10d8","10006458","测试大数据10006458",,"22/1/2021 08:27:00"
"063a1c42745e4140b995a256f6f222df","10002192","测试大数据10002192",,"22/1/2021 08:27:00"
"063db5f4d5a94c5390a46faeb0fff865","10009398","测试大数据10009398",,"22/1/2021 08:27:00"
"063dc08a0eae493ca9c5dbd6dc99f149","10005363","测试大数据10005363",,"22/1/2021 08:27:00"
"064ac0fadfdb4898bc1ced782597683a","10009181","测试大数据10009181",,"22/1/2021 08:27:00"
"064bd4f64cd0438682e69c3f09fc5cd9","10008831","测试大数据10008831",,"22/1/2021 08:27:00"
"0658d25835914b14bb463737d632d14a","10008771","测试大数据10008771",,"22/1/2021 08:27:00"
"065cf539c5204ce6a5d5e1f6ce21a790","10007894","测试大数据10007894",,"22/1/2021 08:27:00"
"0670b312f8da447993ebf67bf0745b2c","10004736","测试大数据10004736",,"22/1/2021 08:27:00"
"067c396f8e9a4fda93e317412d57e5a6","10006564","测试大数据10006564",,"22/1/2021 08:27:00"
"06906f175a5049c996b4ea26af04450f","10006983","测试大数据10006983",,"22/1/2021 08:27:00"
"06908638aa7548efa4d2d6e6263a7396","10003435","测试大数据10003435",,"22/1/2021 08:27:00"
"069097193ed24a82b6b918b3806a3b61","10008571","测试大数据10008571",,"22/1/2021 08:27:00"
"069521bd7d554ac3802d567f73bef5de","10004908","测试大数据10004908",,"22/1/2021 08:27:00"
"0699b0e919234bf8878de886799c2d47","10008209","测试大数据10008209",,"22/1/2021 08:27:00"
"06a1a9bfbe8747fcb557380e04600c84","10002952","测试大数据10002952",,"22/1/2021 08:27:00"
"06a302b762644867823e93ed2d052264","10006045","测试大数据10006045",,"22/1/2021 08:27:00"
"06b0c06ac65042a58b3a64a1759a31ad","10006158","测试大数据10006158",,"22/1/2021 08:27:00"
"06b59288c6ce4796889bf5563265d029","10005959","测试大数据10005959",,"22/1/2021 08:27:00"
"06bfb64bfaba44caa0f4dd48c0b791d2","10004477","测试大数据10004477",,"22/1/2021 08:27:00"
"06c6065b4ada49049a9ba70ab0ca5fb5","10000268","测试大数据10000268",,"22/1/2021 08:27:00"
"06d50059bfd8448e82d6f7a138984fe7","10000852","测试大数据10000852",,"22/1/2021 08:27:00"
"06d59027ef044c54acddd457cf9ed6c5","10001553","测试大数据10001553",,"22/1/2021 08:27:00"
"06dc831e5f3742c4b6188aff39842e06","10006717","测试大数据10006717",,"22/1/2021 08:27:00"
"06e0a4fd96f649b8ae6dd4cae5e7c8fc","10001627","测试大数据10001627",,"22/1/2021 08:27:00"
"06e502efd0964d899052bf9d7faea3a5","10008424","测试大数据10008424",,"22/1/2021 08:27:00"
"06e951e72e9b45f08d59cdcab74f62f5","10004888","测试大数据10004888",,"22/1/2021 08:27:00"
"06f0ba445b36477c8092ba34cee0e614","10006317","测试大数据10006317",,"22/1/2021 08:27:00"
"06f4221e29514c6484227b7e9ae680fb","10008467","测试大数据10008467",,"22/1/2021 08:27:00"
"06fcba3e3c0649f3baaeeb7288a36c7c","10002304","测试大数据10002304",,"22/1/2021 08:27:00"
"0703b5f7d7f3483f9597813d91df3174","10007990","测试大数据10007990",,"22/1/2021 08:27:00"
"0707696a94f447959f8dacfdd1f1849c","10000135","测试大数据10000135",,"22/1/2021 08:27:00"
"0707e5fd012a49d693d7ace9d2c07140","10006046","测试大数据10006046",,"22/1/2021 08:27:00"
"070fb2062e164dcf8e3da94ae14e2d0e","10008267","测试大数据10008267",,"22/1/2021 08:27:00"
