"F_Id","F_Type","F_Title","F_BodyText","F_PriorityLevel","F_ToUserIds","F_IsRead","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId"
"048464e91c73418a9e0f4277c4aa5601","2","超级管理员的订单示例【审核】","流程单据：SALE-201811010002
{
  ""F_Id"": ""06417fea-a781-4479-8a3d-b104aabb55c3"",
  ""F_CustomerId"": ""8094826d-dfe0-4a05-9023-4d441c304c61"",
  ""F_CustomerName"": ""广东雪莱特光电科技股份有限公司"",
  ""F_SalesmanId"": ""03d159a3-0f88-424c-a24f-02f63855fe4f"",
  ""F_SalesmanName"": ""薄凡白/101002"",
  ""F_OrderDate"": ""2018-11-01 15:21:00"",
  ""F_OrderCode"": ""SALE-201811010002"",
  ""F_TransportMode"": ""物流"",
  ""F_DeliveryDate"": ""2018-11-02 00:00:00"",
  ""F_DeliveryAddress"": ""上海具体电话确定"",
  ""F_PaymentMode"": ""转帐"",
  ""F_ReceivableMoney"": 446.0,
  ""F_EarnestRate"": 0.0,
  ""F_PrepayEarnest"": 0.0,
  ""F_CurrentState"": 1,
  ""F_FileJson"": ""[]"",
  ""F_Description"": """",
  ""F_SortCode"": 20181101152249213,
  ""F_EnabledMark"": null,
  ""F_CreatorTime"": ""2018-11-01 15:22:49"",
  ""F_CreatorUserId"": ""ec63d618f8b643428b27f18336f73f4b"",
  ""F_LastModifyTime"": ""2019-12-06 15:53:28"",
  ""F_LastModifyUserId"": ""admin"",
  ""F_DeleteMark"": null,
  ""F_DeleteTime"": null,
  ""F_DeleteUserId"": null
}",,,,,,,"6/12/2019 15:53:29","admin","6/12/2019 15:53:29","admin",,,
"04da1b026d094305bd31f365880cb71e","2","超级管理员的请假申请【抄送】","流程单据：YGQJ-201908010001
{
  ""F_Id"": ""25e7c126e9c242a3994f0f2babeaf7ec"",
  ""F_FlowId"": ""f74ec05d58e74d7dabdf10cb6b2f87ae"",
  ""F_FlowTitle"": ""超级管理员的请假申请"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""YGQJ-201908010001"",
  ""F_ApplyUser"": ""超级管理员/admin"",
  ""F_ApplyDate"": ""2019-08-01"",
  ""F_ApplyDept"": ""技术部"",
  ""F_ApplyPost"": ""董事长"",
  ""F_LeaveType"": ""事假"",
  ""F_LeaveReason"": ""1111111111"",
  ""F_LeaveStartTime"": ""2019-08-01 17:25:00"",
  ""F_LeaveEndTime"": ""2019-08-08 17:25:00"",
  ""F_LeaveDayCount"": ""7"",
  ""F_LeaveHour"": ""8"",
  ""F_FileJson"": ""[]"",
  ""F_Description"": null
}",,,,,,,"19/8/2019 16:01:39","admin","19/8/2019 16:01:39","admin",,,
"063fac8749b54181a4ec883f20c294ae","2","薄凡白的订单示例【审核】","{""id"":""ce439e822962404ab4cb6070478ed910"",""type"":2}",,,,,,,"19/1/2021 02:30:40","03d159a3-0f88-424c-a24f-02f63855fe4f","19/1/2021 02:30:40","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"06cd4d7908e24638bee8f966c7f6af40","2","薄凡白的测试驳回任意节点【审核驳回】","{""id"":""951718f1131144298be8d3384dbccd93"",""type"":1}",,,,,,,"23/3/2021 08:30:10","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:30:10","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"07e8c0aacadd48f5a6981d8dc11cc24c","2","薄凡白的测试驳回任意节点【审核】","{""id"":""951718f1131144298be8d3384dbccd93"",""type"":2}",,,,,,,"23/3/2021 08:30:45","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:30:45","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"08c060613f124decb11bde0efa38083a","2","管理员的tt【审核】","{""id"":""ade15a2be27d4ef9aa0a29146b3a36be"",""type"":2}",,,,,,,"22/1/2021 08:56:23","admin","22/1/2021 08:56:23","admin",,,
"09362e64cf6d460b8700139467082635","2","薄凡白的测试驳回任意节点【审核】","{""id"":""3dd5e2029bed43708c85776f9ad4f5df"",""type"":2}",,,,,,,"23/3/2021 08:32:45","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:32:45","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"096e666fea25468198d1acd77327f2e0","2","超级管理员的请假申请【审核】","流程单据：YGQJ-201908010001
{
  ""F_Id"": ""25e7c126e9c242a3994f0f2babeaf7ec"",
  ""F_FlowId"": ""f74ec05d58e74d7dabdf10cb6b2f87ae"",
  ""F_FlowTitle"": ""超级管理员的请假申请"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""YGQJ-201908010001"",
  ""F_ApplyUser"": ""超级管理员/admin"",
  ""F_ApplyDate"": ""2019-08-01"",
  ""F_ApplyDept"": ""技术部"",
  ""F_ApplyPost"": ""董事长"",
  ""F_LeaveType"": ""事假"",
  ""F_LeaveReason"": ""1111111111"",
  ""F_LeaveStartTime"": ""2019-08-01 17:25:00"",
  ""F_LeaveEndTime"": ""2019-08-08 17:25:00"",
  ""F_LeaveDayCount"": ""7"",
  ""F_LeaveHour"": ""8"",
  ""F_FileJson"": ""[]"",
  ""F_Description"": null
}",,,,,,,"19/8/2019 16:00:58","admin","19/8/2019 16:00:58","admin",,,
"09e105998ac84743ab61bfbfe26e3ec5","2","薄凡白的测试驳回任意节点【审核】","{""id"":""951718f1131144298be8d3384dbccd93"",""type"":2}",,,,,,,"23/3/2021 08:29:32","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:29:32","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"09ebe68c70884758b2b7ae2d7bba8e9a","2","宾客的请假申请【审核】","流程单据：YGQJ-201911140001
{
  ""F_Id"": ""d26ebcdaabad4c49a0b75946e5c3a9fc"",
  ""F_FlowId"": ""f74ec05d58e74d7dabdf10cb6b2f87ae"",
  ""F_FlowTitle"": ""宾客的请假申请"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""YGQJ-201911140001"",
  ""F_ApplyUser"": ""宾客/guest"",
  ""F_ApplyDate"": ""2019-11-14"",
  ""F_ApplyDept"": ""总裁办"",
  ""F_ApplyPost"": ""副总经理"",
  ""F_LeaveType"": ""事假"",
  ""F_LeaveReason"": ""9999999"",
  ""F_LeaveStartTime"": ""2019-11-15 14:58:00"",
  ""F_LeaveEndTime"": ""2019-11-15 14:58:00"",
  ""F_LeaveDayCount"": ""0"",
  ""F_LeaveHour"": ""8"",
  ""F_FileJson"": ""[]"",
  ""F_Description"": null
}",,,,,,,"14/11/2019 14:59:18","ec63d618f8b643428b27f18336f73f4b","14/11/2019 14:59:18","ec63d618f8b643428b27f18336f73f4b",,,
"0a30863b97e1479baf040e835be1d808","2","超级管理员的订单示例【审核】","流程单据：SALE-201708160001
{
  ""F_Id"": ""ce078496-35c6-4824-9a2f-0accb33d90dc"",
  ""F_CustomerId"": ""f94add9c-2910-439a-af5f-0d0174f75ce8"",
  ""F_CustomerName"": ""北京纳天科技有限公司"",
  ""F_SalesmanId"": ""3fe0a114-9ac2-426d-916b-b769b0f4d198"",
  ""F_SalesmanName"": ""舒夏山/111004"",
  ""F_OrderDate"": ""2017-08-16 16:02:00"",
  ""F_OrderCode"": ""SALE-201708160001"",
  ""F_TransportMode"": ""快递"",
  ""F_DeliveryDate"": ""2017-08-17 00:00:00"",
  ""F_DeliveryAddress"": ""江苏省苏州市吴中区方中街118号"",
  ""F_PaymentMode"": ""现金"",
  ""F_ReceivableMoney"": 34.66,
  ""F_EarnestRate"": 0.0,
  ""F_PrepayEarnest"": 1.11,
  ""F_CurrentState"": 1,
  ""F_FileJson"": ""[]"",
  ""F_Description"": ""6666666"",
  ""F_SortCode"": 20170816160610457,
  ""F_EnabledMark"": null,
  ""F_CreatorTime"": ""2017-08-16 16:06:10"",
  ""F_CreatorUserId"": ""admin"",
  ""F_LastModifyTime"": ""2019-12-06 15:35:03"",
  ""F_LastModifyUserId"": ""admin"",
  ""F_DeleteMark"": null,
  ""F_DeleteTime"": null,
  ""F_DeleteUserId"": null
}",,,,,,,"6/12/2019 15:35:03","admin","6/12/2019 15:35:03","admin",,,
"0b16aede861a4fe6bde9d82c9ed40bee","2","薄凡白的测试下拉框条件【流程结束】",,,,,,,,"23/3/2021 08:45:22","9624fa22-ac3a-4184-af0b-b2c720df9d60","23/3/2021 08:45:22","9624fa22-ac3a-4184-af0b-b2c720df9d60",,,
"0b6357fd1f4d4a81874c94c23e5c836e","2","薄凡白的测试驳回任意节点【审核】","{""id"":""3dd5e2029bed43708c85776f9ad4f5df"",""type"":2}",,,,,,,"23/3/2021 08:32:24","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:32:24","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"0bbce982cc2e4cc7bd222171b6e1ba6d","2","薄凡白的测试下拉框条件【审核通过】","{""id"":""db64d0c0aeee4a9fa69d2b76e5578f2a"",""type"":1}",,,,,,,"23/3/2021 08:45:22","9624fa22-ac3a-4184-af0b-b2c720df9d60","23/3/2021 08:45:22","9624fa22-ac3a-4184-af0b-b2c720df9d60",,,
"0bdfb1699ddd433788f9cee6eaf5707e","2","超级管理员的请假申请【抄送】","流程单据：YGQJ-201912030002
{
  ""F_Id"": ""3f1c6cd6705d4fbb9384d77cc66e8b1b"",
  ""F_FlowId"": ""f74ec05d58e74d7dabdf10cb6b2f87ae"",
  ""F_FlowTitle"": ""超级管理员的请假申请"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""YGQJ-201912030002"",
  ""F_ApplyUser"": ""超级管理员/admin"",
  ""F_ApplyDate"": ""2019-12-03"",
  ""F_ApplyDept"": ""技术部"",
  ""F_ApplyPost"": ""董事长"",
  ""F_LeaveType"": ""事假"",
  ""F_LeaveReason"": ""测试请求1"",
  ""F_LeaveStartTime"": ""2019-12-05 17:43:00"",
  ""F_LeaveEndTime"": ""2019-12-06 17:43:00"",
  ""F_LeaveDayCount"": ""2"",
  ""F_LeaveHour"": ""0"",
  ""F_FileJson"": ""[]"",
  ""F_Description"": null
}",,,,,,,"3/12/2019 17:44:11","admin","3/12/2019 17:44:11","admin",,,
"0bec8c60488b4a2a9b42758c4d288dc9","2","薄凡白的测试数据【审核通过】","{""id"":""cca8da3482e042df81ae6fa949973859"",""type"":1}",,,,,,,"23/3/2021 08:08:12","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:08:12","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"0cddb8588c6c411eaf0aa30d83cd9334","2","管理员的费用报销【审核】","{""id"":""fc0808ec1584402295ff7cfd613677fc"",""type"":2}",,,,,,,"20/1/2021 10:11:03","admin","20/1/2021 10:11:03","admin",,,
"0e4b4fbe444143fdbc0f37fb50fcce0d","2","管理员的订单示例【审核驳回】","{""id"":""4c403b3196c443f2a24f053bdf950f24"",""type"":1}",,,,,,,"12/1/2021 09:58:35","03d159a3-0f88-424c-a24f-02f63855fe4f","12/1/2021 09:58:35","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"0fae4394179e47c68a2876a578d17736","2","管理员的请假申请【审核】","{""id"":""54145533363d4cac804d2d1bf5814b97"",""type"":2}",,,,,,,"21/1/2021 08:33:54","admin","21/1/2021 08:33:54","admin",,,
"10d56c76d3da4ab99be71c65d7e0b920","2","薄凡白的测试驳回任意节点【审核通过】","{""id"":""951718f1131144298be8d3384dbccd93"",""type"":1}",,,,,,,"23/3/2021 08:29:38","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:29:38","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"11a06269c3d5415e8ba0a8cfff8e40fe","2","超级管理员的订单示例【审核】","流程单据：SALE-201708160001
{
  ""F_Id"": ""ce078496-35c6-4824-9a2f-0accb33d90dc"",
  ""F_CustomerId"": ""f94add9c-2910-439a-af5f-0d0174f75ce8"",
  ""F_CustomerName"": ""北京纳天科技有限公司"",
  ""F_SalesmanId"": ""3fe0a114-9ac2-426d-916b-b769b0f4d198"",
  ""F_SalesmanName"": ""舒夏山/111004"",
  ""F_OrderDate"": ""2017-08-16 16:02:00"",
  ""F_OrderCode"": ""SALE-201708160001"",
  ""F_TransportMode"": ""快递"",
  ""F_DeliveryDate"": ""2017-08-17 00:00:00"",
  ""F_DeliveryAddress"": ""江苏省苏州市吴中区方中街118号"",
  ""F_PaymentMode"": ""现金"",
  ""F_ReceivableMoney"": 34.66,
  ""F_EarnestRate"": 0.0,
  ""F_PrepayEarnest"": 1.11,
  ""F_CurrentState"": 1,
  ""F_FileJson"": ""[]"",
  ""F_Description"": ""6666666"",
  ""F_SortCode"": 20170816160610457,
  ""F_EnabledMark"": null,
  ""F_CreatorTime"": ""2017-08-16 16:06:10"",
  ""F_CreatorUserId"": ""admin"",
  ""F_LastModifyTime"": ""2019-12-06 11:07:02"",
  ""F_LastModifyUserId"": ""admin"",
  ""F_DeleteMark"": null,
  ""F_DeleteTime"": null,
  ""F_DeleteUserId"": null
}",,,,,,,"6/12/2019 11:07:03","admin","6/12/2019 11:07:03","admin",,,
"12492b4b86864405a46fe14e51c4d47e","2","超级管理员的合同审批【审核】","流程单据：WF_CAV201911280010
{
  ""F_Id"": ""e9bcdcf5336f4e26b9305d708f0806d5"",
  ""F_FlowId"": ""154c6cad06ee40bea16f1df0a43a9f9c"",
  ""F_FlowTitle"": ""超级管理员的合同审批"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""WF_CAV201911280010"",
  ""F_FirstPartyUnit"": null,
  ""F_SecondPartyUnit"": null,
  ""F_FirstPartyPerson"": null,
  ""F_SecondPartyPerson"": null,
  ""F_FirstPartyContact"": null,
  ""F_SecondPartyContact"": null,
  ""F_ContractName"": ""1111"",
  ""F_ContractClass"": null,
  ""F_ContractType"": null,
  ""F_ContractId"": ""111"",
  ""F_BusinessPerson"": null,
  ""F_SigningDate"": ""2019-11-28 18:08:00"",
  ""F_StartDate"": ""2019-11-28 18:08"",
  ""F_EndDate"": ""2020-01-10 18:08"",
  ""F_IncomeAmount"": null,
  ""F_InputPerson"": null,
  ""F_FileJson"": ""[]"",
  ""F_PrimaryCoverage"": null,
  ""F_Description"": null
}",,,,,,,"28/11/2019 18:08:34","admin","28/11/2019 18:08:34","admin",,,
"12eef1293e684b518ef0bfd178d25392","2","栾觅翠的所有流程表单【审核】","{""id"":""4d170893441344aeabe653579851fedf"",""type"":2}",,,,,,,"22/1/2021 06:39:30","9624fa22-ac3a-4184-af0b-b2c720df9d60","22/1/2021 06:39:30","9624fa22-ac3a-4184-af0b-b2c720df9d60",,,
"1364acea1f0144138fae8c5e81bd020f","2","薄凡白的测试数据【审核通过】","{""id"":""cca8da3482e042df81ae6fa949973859"",""type"":1}",,,,,,,"23/3/2021 08:08:06","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:08:06","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"13b27805fa3b4afe8bd013969825731e","2","管理员的费用报销【审核】","{""id"":""eb9c01df3c4945e0a627f907d6a7bea5"",""type"":2}",,,,,,,"20/1/2021 10:16:03","admin","20/1/2021 10:16:03","admin",,,
"14141bf8bdba40e1ba7c9312e9c814f2","2","薄凡白的zjcs【审核通过】","{""id"":""564b3ab909ec42a4902895507a63dc5c"",""type"":1}",,,,,,,"23/3/2021 07:06:44","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 07:06:44","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"14736dd2697e44f19f34d4d0e49fe040","2","超级管理员的请假申请【审核】","流程单据：YGQJ-201912060001
{
  ""F_Id"": ""646e08e4c7954525906ca3cad0eedb28"",
  ""F_FlowId"": ""f74ec05d58e74d7dabdf10cb6b2f87ae"",
  ""F_FlowTitle"": ""超级管理员的请假申请"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""YGQJ-201912060001"",
  ""F_ApplyUser"": ""超级管理员/admin"",
  ""F_ApplyDate"": ""2019-12-06"",
  ""F_ApplyDept"": ""技术部"",
  ""F_ApplyPost"": ""董事长"",
  ""F_LeaveType"": ""事假"",
  ""F_LeaveReason"": ""111111"",
  ""F_LeaveStartTime"": ""2019-12-06 16:30:00"",
  ""F_LeaveEndTime"": ""2019-12-06 16:30:00"",
  ""F_LeaveDayCount"": ""1"",
  ""F_LeaveHour"": ""1"",
  ""F_FileJson"": ""[]"",
  ""F_Description"": null
}",,,,,,,"6/12/2019 16:30:50","admin","6/12/2019 16:30:50","admin",,,
"169f01e8b7104004a350a6f892459cac","2","超级管理员的请假申请【抄送】","流程单据：YGQJ-201912030001
{
  ""F_Id"": ""8b7c0e5ca1e84a69997c1c26483f65bf"",
  ""F_FlowId"": ""f74ec05d58e74d7dabdf10cb6b2f87ae"",
  ""F_FlowTitle"": ""超级管理员的请假申请"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""YGQJ-201912030001"",
  ""F_ApplyUser"": ""超级管理员/admin"",
  ""F_ApplyDate"": ""2019-12-03"",
  ""F_ApplyDept"": ""技术部"",
  ""F_ApplyPost"": ""董事长"",
  ""F_LeaveType"": ""事假"",
  ""F_LeaveReason"": ""测试请假流程"",
  ""F_LeaveStartTime"": ""2019-12-03 17:08:00"",
  ""F_LeaveEndTime"": ""2019-12-05 17:08:00"",
  ""F_LeaveDayCount"": ""2"",
  ""F_LeaveHour"": ""0"",
  ""F_FileJson"": ""[]"",
  ""F_Description"": null
}",,,,,,,"3/12/2019 17:08:27","admin","3/12/2019 17:08:27","admin",,,
"18176f343e3342ceb54b6d3f5f5cbe58","2","薄凡白的测试数据【审核通过】","{""id"":""0171d22408004dc6ba4e4aaa14254247"",""type"":1}",,,,,,,"23/3/2021 08:08:43","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:08:43","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"183ca1882bb641a2aa182cc3cde8d846","2","栾觅翠的zjcs【审核】","{""id"":""33cc1a7852564f828032ba87875de3fd"",""type"":2}",,,,,,,"22/1/2021 06:49:14","9624fa22-ac3a-4184-af0b-b2c720df9d60","22/1/2021 06:49:14","9624fa22-ac3a-4184-af0b-b2c720df9d60",,,
"190b21d8cd5841fe8bd7486f3ac3b813","2","薄凡白的行文呈批表【审核】","{""id"":""9ca8c04f7d30430888a73ecf753aca1f"",""type"":2}",,,,,,,"23/3/2021 08:05:58","03d159a3-0f88-424c-a24f-02f63855fe4f","23/3/2021 08:05:58","03d159a3-0f88-424c-a24f-02f63855fe4f",,,
"194ce345398a4aa89e379104c2c27be0","2","超级管理员的请假申请【审核】","流程单据：YGQJ-201908010001
{
  ""F_Id"": ""25e7c126e9c242a3994f0f2babeaf7ec"",
  ""F_FlowId"": ""f74ec05d58e74d7dabdf10cb6b2f87ae"",
  ""F_FlowTitle"": ""超级管理员的请假申请"",
  ""F_FlowUrgent"": 1,
  ""F_BillNo"": ""YGQJ-201908010001"",
  ""F_ApplyUser"": ""超级管理员/admin"",
  ""F_ApplyDate"": ""2019-08-01"",
  ""F_ApplyDept"": ""技术部"",
  ""F_ApplyPost"": ""董事长"",
  ""F_LeaveType"": ""事假"",
  ""F_LeaveReason"": ""1111111111"",
  ""F_LeaveStartTime"": ""2019-08-01 17:25:00"",
  ""F_LeaveEndTime"": ""2019-08-08 17:25:00"",
  ""F_LeaveDayCount"": ""7"",
  ""F_LeaveHour"": ""8"",
  ""F_FileJson"": ""[]"",
  ""F_Description"": null
}",,,,,,,"1/8/2019 17:47:24","admin","1/8/2019 17:47:24","admin",,,
"1a46a4fa43d548c19a5077d9012cf6b7","2","俞紫槐的订单示例【审核】","{""id"":""9de6e40034e543398eac80516ebca737"",""type"":2}",,,,,,,"13/1/2021 03:13:28","0db19241-2688-40e1-a873-4d30de4aea30","13/1/2021 03:13:28","0db19241-2688-40e1-a873-4d30de4aea30",,,
