"F_Id","F_ParentId","F_EnCode","F_FullName","F_QuickQuery","F_Type","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId"
"110105032","110105","110105032","来广营地区","laiguangyingdiqu","4",,"0","1",,,,,,,
"110105033","110105","110105033","常营回族地区","changyinghuizudiqu","4",,"0","1",,,,,,,
"110105034","110105","110105034","三间房地区","sanjianfangdiqu","4",,"0","1",,,,,,,
"110105035","110105","110105035","管庄地区","guanzhuangdiqu","4",,"0","1",,,,,,,
"110105036","110105","110105036","金盏地区","jinzhandiqu","4",,"0","1",,,,,,,
"110105037","110105","110105037","孙河地区","sunhediqu","4",,"0","1",,,,,,,
"110105038","110105","110105038","崔各庄地区","cuigezhuangdiqu","4",,"0","1",,,,,,,
"110105039","110105","110105039","东坝地区","dongbadiqu","4",,"0","1",,,,,,,
"110105040","110105","110105040","黑庄户地区","heizhuanghudiqu","4",,"0","1",,,,,,,
"110105041","110105","110105041","豆各庄地区","dougezhuangdiqu","4",,"0","1",,,,,,,
"110105042","110105","110105042","王四营地区","wangsiyingdiqu","4",,"0","1",,,,,,,
"110105400","110105","110105400","首都机场街道","shoudoujichangjiedao","4",,"0","1",,,,,,,
"110105501","110105","110105501","望京开发街道","wangjingkaifajiedao","4",,"0","1",,,,,,,
"110106","1101","110106","丰台区","fengtaiqu","3",,"0","1",,,,,,,
"110106001","110106","110106001","右安门街道","youanmenjiedao","4",,"0","1",,,,,,,
"110106002","110106","110106002","太平桥街道","taipingqiaojiedao","4",,"0","1",,,,,,,
"110106003","110106","110106003","西罗园街道","xiluoyuanjiedao","4",,"0","1",,,,,,,
"110106004","110106","110106004","大红门街道","dahongmenjiedao","4",,"0","1",,,,,,,
"110106005","110106","110106005","南苑街道","nanyuanjiedao","4",,"0","1",,,,,,,
"110106006","110106","110106006","东高地街道","donggaodijiedao","4",,"0","1",,,,,,,
"110106007","110106","110106007","东铁匠营街道","dongtiejiangyingjiedao","4",,"0","1",,,,,,,
"110106008","110106","110106008","卢沟桥街道","lugouqiaojiedao","4",,"0","1",,,,,,,
"110106009","110106","110106009","丰台街道","fengtaijiedao","4",,"0","1",,,,,,,
"110106010","110106","110106010","新村街道","xincunjiedao","4",,"0","1",,,,,,,
"110106011","110106","110106011","长辛店街道","zhangxindianjiedao","4",,"0","1",,,,,,,
"110106012","110106","110106012","云岗街道","yungangjiedao","4",,"0","1",,,,,,,
"110106013","110106","110106013","方庄地区","fangzhuangdiqu","4",,"0","1",,,,,,,
"110106014","110106","110106014","宛平城地区","wanpingchengdiqu","4",,"0","1",,,,,,,
"110106015","110106","110106015","马家堡街道","majiabaojiedao","4",,"0","1",,,,,,,
"110106016","110106","110106016","和义街道","heyijiedao","4",,"0","1",,,,,,,
"110106100","110106","110106100","长辛店镇","zhangxindianzhen","4",,"0","1",,,,,,,
"110106101","110106","110106101","王佐镇","wangzuozhen","4",,"0","1",,,,,,,
"110106201","110106","110106201","卢沟桥乡","lugouqiaoxiang","4",,"0","1",,,,,,,
"110106202","110106","110106202","花乡","huaxiang","4",,"0","1",,,,,,,
"110106203","110106","110106203","南苑乡","nanyuanxiang","4",,"0","1",,,,,,,
"110107","1101","110107","石景山区","shijingshanqu","3",,"0","1",,,,,,,
"110107001","110107","110107001","八宝山街道","babaoshanjiedao","4",,"0","1",,,,,,,
"110107002","110107","110107002","老山街道","laoshanjiedao","4",,"0","1",,,,,,,
"110107003","110107","110107003","八角街道","bajiaojiedao","4",,"0","1",,,,,,,
"110107004","110107","110107004","古城街道","guchengjiedao","4",,"0","1",,,,,,,
"110107005","110107","110107005","苹果园街道","pingguoyuanjiedao","4",,"0","1",,,,,,,
"110107006","110107","110107006","金顶街街道","jindingjiejiedao","4",,"0","1",,,,,,,
"110107009","110107","110107009","广宁街道","guangningjiedao","4",,"0","1",,,,,,,
"110107010","110107","110107010","五里坨街道","wulituojiedao","4",,"0","1",,,,,,,
"110107011","110107","110107011","鲁谷社区行政事务管理中心","lugushequxingzhengshiwuguanlizhongxin","4",,"0","1",,,,,,,
"110108","1101","110108","海淀区","haidianqu","3",,"0","1",,,,,,,
"110108001","110108","110108001","万寿路街道","wanshoulujiedao","4",,"0","1",,,,,,,
"110108002","110108","110108002","永定路街道","yongdinglujiedao","4",,"0","1",,,,,,,
"110108003","110108","110108003","羊坊店街道","yangfangdianjiedao","4",,"0","1",,,,,,,
"110108004","110108","110108004","甘家口街道","ganjiakoujiedao","4",,"0","1",,,,,,,
"110108005","110108","110108005","八里庄街道","balizhuangjiedao","4",,"0","1",,,,,,,
"110108006","110108","110108006","紫竹院街道","zizhuyuanjiedao","4",,"0","1",,,,,,,
"110108007","110108","110108007","北下关街道","beixiaguanjiedao","4",,"0","1",,,,,,,
"110108008","110108","110108008","北太平庄街道","beitaipingzhuangjiedao","4",,"0","1",,,,,,,
"110108010","110108","110108010","学院路街道","xueyuanlujiedao","4",,"0","1",,,,,,,
"110108011","110108","110108011","中关村街道","zhongguancunjiedao","4",,"0","1",,,,,,,
"110108012","110108","110108012","海淀街道","haidianjiedao","4",,"0","1",,,,,,,
"110108013","110108","110108013","青龙桥街道","qinglongqiaojiedao","4",,"0","1",,,,,,,
"110108014","110108","110108014","清华园街道","qinghuayuanjiedao","4",,"0","1",,,,,,,
"110108015","110108","110108015","燕园街道","yanyuanjiedao","4",,"0","1",,,,,,,
"110108016","110108","110108016","香山街道","xiangshanjiedao","4",,"0","1",,,,,,,
"110108017","110108","110108017","清河街道","qinghejiedao","4",,"0","1",,,,,,,
"110108018","110108","110108018","花园路街道","huayuanlujiedao","4",,"0","1",,,,,,,
"110108019","110108","110108019","西三旗街道","xisanqijiedao","4",,"0","1",,,,,,,
"110108020","110108","110108020","马连洼街道","malianwajiedao","4",,"0","1",,,,,,,
"110108021","110108","110108021","田村路街道","tiancunlujiedao","4",,"0","1",,,,,,,
"110108022","110108","110108022","上地街道","shangdijiedao","4",,"0","1",,,,,,,
"110108023","110108","110108023","万柳地区","wanliudiqu","4",,"0","1",,,,,,,
"110108024","110108","110108024","东升地区","dongshengdiqu","4",,"0","1",,,,,,,
"110108025","110108","110108025","曙光街道","shuguangjiedao","4",,"0","1",,,,,,,
"110108101","110108","110108101","温泉镇","wenquanzhen","4",,"0","1",,,,,,,
"110108102","110108","110108102","四季青镇","sijiqingzhen","4",,"0","1",,,,,,,
"110108103","110108","110108103","西北旺镇","xibeiwangzhen","4",,"0","1",,,,,,,
"110108104","110108","110108104","苏家坨镇","sujiatuozhen","4",,"0","1",,,,,,,
"110108105","110108","110108105","上庄镇","shangzhuangzhen","4",,"0","1",,,,,,,
"110109","1101","110109","门头沟区","mentougouqu","3",,"0","1",,,,,,,
"110109001","110109","110109001","大峪街道","dayujiedao","4",,"0","1",,,,,,,
"110109002","110109","110109002","城子街道","chengzijiedao","4",,"0","1",,,,,,,
"110109003","110109","110109003","东辛房街道","dongxinfangjiedao","4",,"0","1",,,,,,,
"110109004","110109","110109004","大台街道","dataijiedao","4",,"0","1",,,,,,,
"110109005","110109","110109005","王平地区","wangpingdiqu","4",,"0","1",,,,,,,
"110109101","110109","110109101","潭柘寺镇","tanzhesizhen","4",,"0","1",,,,,,,
"110109102","110109","110109102","永定镇","yongdingzhen","4",,"0","1",,,,,,,
"110109103","110109","110109103","龙泉镇","longquanzhen","4",,"0","1",,,,,,,
"110109104","110109","110109104","军庄镇","junzhuangzhen","4",,"0","1",,,,,,,
"110109105","110109","110109105","雁翅镇","yanchizhen","4",,"0","1",,,,,,,
"110109106","110109","110109106","斋堂镇","zhaitangzhen","4",,"0","1",,,,,,,
"110109107","110109","110109107","清水镇","qingshuizhen","4",,"0","1",,,,,,,
"110109108","110109","110109108","妙峰山镇","miaofengshanzhen","4",,"0","1",,,,,,,
"110111","1101","110111","房山区","fangshanqu","3",,"0","1",,,,,,,
"110111001","110111","110111001","城关街道","chengguanjiedao","4",,"0","1",,,,,,,
"110111002","110111","110111002","新镇街道","xinzhenjiedao","4",,"0","1",,,,,,,
"110111004","110111","110111004","向阳街道","xiangyangjiedao","4",,"0","1",,,,,,,
"110111005","110111","110111005","东风街道","dongfengjiedao","4",,"0","1",,,,,,,
"110111006","110111","110111006","迎风街道","yingfengjiedao","4",,"0","1",,,,,,,
"110111007","110111","110111007","星城街道","xingchengjiedao","4",,"0","1",,,,,,,
"110111008","110111","110111008","良乡地区","liangxiangdiqu","4",,"0","1",,,,,,,
"110111009","110111","110111009","周口店地区","zhoukoudiandiqu","4",,"0","1",,,,,,,
"110111010","110111","110111010","琉璃河地区","liulihediqu","4",,"0","1",,,,,,,
"110111011","110111","110111011","拱辰街道","gongchenjiedao","4",,"0","1",,,,,,,
"110111012","110111","110111012","西潞街道","xilujiedao","4",,"0","1",,,,,,,
"110111101","110111","110111101","阎村镇","yancunzhen","4",,"0","1",,,,,,,
"110111103","110111","110111103","窦店镇","doudianzhen","4",,"0","1",,,,,,,
"110111104","110111","110111104","石楼镇","shilouzhen","4",,"0","1",,,,,,,
"110111105","110111","110111105","长阳镇","zhangyangzhen","4",,"0","1",,,,,,,
"110111107","110111","110111107","河北镇","hebeizhen","4",,"0","1",,,,,,,
"110111108","110111","110111108","长沟镇","zhanggouzhen","4",,"0","1",,,,,,,
"110111109","110111","110111109","大石窝镇","dashiwozhen","4",,"0","1",,,,,,,
"110111110","110111","110111110","张坊镇","zhangfangzhen","4",,"0","1",,,,,,,
"110111111","110111","110111111","十渡镇","shiduzhen","4",,"0","1",,,,,,,
"110111112","110111","110111112","青龙湖镇","qinglonghuzhen","4",,"0","1",,,,,,,
"110111115","110111","110111115","韩村河镇","hancunhezhen","4",,"0","1",,,,,,,
"110111208","110111","110111208","霞云岭乡","xiayunlingxiang","4",,"0","1",,,,,,,
"110111209","110111","110111209","南窖乡","nanjiaoxiang","4",,"0","1",,,,,,,
"110111210","110111","110111210","佛子庄乡","fozizhuangxiang","4",,"0","1",,,,,,,
"110111211","110111","110111211","大安山乡","daanshanxiang","4",,"0","1",,,,,,,
"110111212","110111","110111212","史家营乡","shijiayingxiang","4",,"0","1",,,,,,,
"110111213","110111","110111213","蒲洼乡","puwaxiang","4",,"0","1",,,,,,,
"110112","1101","110112","通州区","tongzhouqu","3",,"0","1",,,,,,,
"110112001","110112","110112001","中仓街道","zhongcangjiedao","4",,"0","1",,,,,,,
"110112002","110112","110112002","新华街道","xinhuajiedao","4",,"0","1",,,,,,,
"110112003","110112","110112003","北苑街道","beiyuanjiedao","4",,"0","1",,,,,,,
"110112004","110112","110112004","玉桥街道","yuqiaojiedao","4",,"0","1",,,,,,,
"110112005","110112","110112005","永顺地区","yongshundiqu","4",,"0","1",,,,,,,
"110112006","110112","110112006","梨园地区","liyuandiqu","4",,"0","1",,,,,,,
"110112104","110112","110112104","宋庄镇","songzhuangzhen","4",,"0","1",,,,,,,
"110112105","110112","110112105","张家湾镇","zhangjiawanzhen","4",,"0","1",,,,,,,
"110112106","110112","110112106","漷县镇","kuoxianzhen","4",,"0","1",,,,,,,
"110112109","110112","110112109","马驹桥镇","majuqiaozhen","4",,"0","1",,,,,,,
"110112110","110112","110112110","西集镇","xijizhen","4",,"0","1",,,,,,,
"110112114","110112","110112114","台湖镇","taihuzhen","4",,"0","1",,,,,,,
"110112117","110112","110112117","永乐店镇","yongledianzhen","4",,"0","1",,,,,,,
"110112119","110112","110112119","潞城镇","luchengzhen","4",,"0","1",,,,,,,
"110112209","110112","110112209","于家务回族乡","yujiawuhuizuxiang","4",,"0","1",,,,,,,
"110113","1101","110113","顺义区","shunyiqu","3",,"0","1",,,,,,,
"110113001","110113","110113001","胜利街道","shenglijiedao","4",,"0","1",,,,,,,
"110113002","110113","110113002","光明街道","guangmingjiedao","4",,"0","1",,,,,,,
"110113003","110113","110113003","仁和地区","renhediqu","4",,"0","1",,,,,,,
"110113004","110113","110113004","后沙峪地区","houshayudiqu","4",,"0","1",,,,,,,
"110113005","110113","110113005","天竺地区","tianzhudiqu","4",,"0","1",,,,,,,
"110113006","110113","110113006","杨镇地区","yangzhendiqu","4",,"0","1",,,,,,,
"110113007","110113","110113007","牛栏山地区","niulanshandiqu","4",,"0","1",,,,,,,
"110113008","110113","110113008","南法信地区","nanfaxindiqu","4",,"0","1",,,,,,,
"110113009","110113","110113009","马坡地区","mapodiqu","4",,"0","1",,,,,,,
"110113010","110113","110113010","石园街道","shiyuanjiedao","4",,"0","1",,,,,,,
"110113101","110113","110113101","高丽营镇","gaoliyingzhen","4",,"0","1",,,,,,,
"110113104","110113","110113104","李桥镇","liqiaozhen","4",,"0","1",,,,,,,
"110113105","110113","110113105","李遂镇","lisuizhen","4",,"0","1",,,,,,,
"110113106","110113","110113106","南彩镇","nancaizhen","4",,"0","1",,,,,,,
"110113108","110113","110113108","北务镇","beiwuzhen","4",,"0","1",,,,,,,
"110113109","110113","110113109","大孙各庄镇","dasungezhuangzhen","4",,"0","1",,,,,,,
"110113110","110113","110113110","张镇","zhangzhen","4",,"0","1",,,,,,,
"110113111","110113","110113111","龙湾屯镇","longwantunzhen","4",,"0","1",,,,,,,
"110113112","110113","110113112","木林镇","mulinzhen","4",,"0","1",,,,,,,
"110113113","110113","110113113","北小营镇","beixiaoyingzhen","4",,"0","1",,,,,,,
"110113115","110113","110113115","北石槽镇","beishicaozhen","4",,"0","1",,,,,,,
"110113116","110113","110113116","赵全营镇","zhaoquanyingzhen","4",,"0","1",,,,,,,
"110114","1101","110114","昌平区","changpingqu","3",,"0","1",,,,,,,
"110114001","110114","110114001","城北街道","chengbeijiedao","4",,"0","1",,,,,,,
"110114002","110114","110114002","南口地区","nankoudiqu","4",,"0","1",,,,,,,
"110114003","110114","110114003","马池口地区","machikoudiqu","4",,"0","1",,,,,,,
"110114004","110114","110114004","沙河地区","shahediqu","4",,"0","1",,,,,,,
"110114005","110114","110114005","城南街道","chengnanjiedao","4",,"0","1",,,,,,,
"110114006","110114","110114006","回龙观地区","huilongguandiqu","4",,"0","1",,,,,,,
"110114007","110114","110114007","东小口地区","dongxiaokoudiqu","4",,"0","1",,,,,,,
"110114104","110114","110114104","阳坊镇","yangfangzhen","4",,"0","1",,,,,,,
"110114110","110114","110114110","小汤山镇","xiaotangshanzhen","4",,"0","1",,,,,,,
"110114111","110114","110114111","南邵镇","nanshaozhen","4",,"0","1",,,,,,,
"110114112","110114","110114112","崔村镇","cuicunzhen","4",,"0","1",,,,,,,
"110114113","110114","110114113","百善镇","baishanzhen","4",,"0","1",,,,,,,
"110114115","110114","110114115","北七家镇","beiqijiazhen","4",,"0","1",,,,,,,
"110114116","110114","110114116","兴寿镇","xingshouzhen","4",,"0","1",,,,,,,
"110114117","110114","110114117","长陵镇","zhanglingzhen","4",,"0","1",,,,,,,
"110114118","110114","110114118","流村镇","liucunzhen","4",,"0","1",,,,,,,
"110114119","110114","110114119","十三陵镇","shisanlingzhen","4",,"0","1",,,,,,,
"110115","1101","110115","大兴区","daxingqu","3",,"0","1",,,,,,,
"110115001","110115","110115001","兴丰街道","xingfengjiedao","4",,"0","1",,,,,,,
"110115002","110115","110115002","林校路街道","linxiaolujiedao","4",,"0","1",,,,,,,
"110115003","110115","110115003","清源街道","qingyuanjiedao","4",,"0","1",,,,,,,
"110115004","110115","110115004","亦庄地区","yizhuangdiqu","4",,"0","1",,,,,,,
"110115005","110115","110115005","黄村地区","huangcundiqu","4",,"0","1",,,,,,,
"110115006","110115","110115006","旧宫地区","jiugongdiqu","4",,"0","1",,,,,,,
"110115007","110115","110115007","西红门地区","xihongmendiqu","4",,"0","1",,,,,,,
"110115103","110115","110115103","青云店镇","qingyundianzhen","4",,"0","1",,,,,,,
"110115104","110115","110115104","采育镇","caiyuzhen","4",,"0","1",,,,,,,
"110115105","110115","110115105","安定镇","andingzhen","4",,"0","1",,,,,,,
"110115106","110115","110115106","礼贤镇","lixianzhen","4",,"0","1",,,,,,,
"110115107","110115","110115107","榆垡镇","yufazhen","4",,"0","1",,,,,,,
"110115108","110115","110115108","庞各庄镇","panggezhuangzhen","4",,"0","1",,,,,,,
"110115109","110115","110115109","北臧村镇","beizangcunzhen","4",,"0","1",,,,,,,
"110115110","110115","110115110","魏善庄镇","weishanzhuangzhen","4",,"0","1",,,,,,,
"110115111","110115","110115111","长子营镇","zhangziyingzhen","4",,"0","1",,,,,,,
"110115112","110115","110115112","瀛海镇","yinghaizhen","4",,"0","1",,,,,,,
"110115403","110115","110115403","亦庄开发区","yizhuangkaifaqu","4",,"0","1",,,,,,,
"110116","1101","110116","怀柔区","huairouqu","3",,"0","1",,,,,,,
"110116001","110116","110116001","泉河街道","quanhejiedao","4",,"0","1",,,,,,,
"110116002","110116","110116002","龙山街道","longshanjiedao","4",,"0","1",,,,,,,
"110116003","110116","110116003","怀柔地区","huairoudiqu","4",,"0","1",,,,,,,
"110116004","110116","110116004","雁栖地区","yanqidiqu","4",,"0","1",,,,,,,
"110116005","110116","110116005","庙城地区","miaochengdiqu","4",,"0","1",,,,,,,
"110116102","110116","110116102","北房镇","beifangzhen","4",,"0","1",,,,,,,
"110116103","110116","110116103","杨宋镇","yangsongzhen","4",,"0","1",,,,,,,
"110116105","110116","110116105","桥梓镇","qiaozizhen","4",,"0","1",,,,,,,
"110116106","110116","110116106","怀北镇","huaibeizhen","4",,"0","1",,,,,,,
"110116107","110116","110116107","汤河口镇","tanghekouzhen","4",,"0","1",,,,,,,
"110116108","110116","110116108","渤海镇","bohaizhen","4",,"0","1",,,,,,,
"110116109","110116","110116109","九渡河镇","jiuduhezhen","4",,"0","1",,,,,,,
"110116110","110116","110116110","琉璃庙镇","liulimiaozhen","4",,"0","1",,,,,,,
"110116111","110116","110116111","宝山镇","baoshanzhen","4",,"0","1",,,,,,,
"110116211","110116","110116211","长哨营满族乡","zhangshaoyingmanzuxiang","4",,"0","1",,,,,,,
"110116213","110116","110116213","喇叭沟门满族乡","labagoumenmanzuxiang","4",,"0","1",,,,,,,
"110117","1101","110117","平谷区","pingguqu","3",,"0","1",,,,,,,
"110117001","110117","110117001","滨河街道","binhejiedao","4",,"0","1",,,,,,,
"110117002","110117","110117002","兴谷街道","xinggujiedao","4",,"0","1",,,,,,,
"110117003","110117","110117003","渔阳地区","yuyangdiqu","4",,"0","1",,,,,,,
"110117004","110117","110117004","峪口地区","yukoudiqu","4",,"0","1",,,,,,,
"110117005","110117","110117005","马坊地区","mafangdiqu","4",,"0","1",,,,,,,
"110117006","110117","110117006","金海湖地区","jinhaihudiqu","4",,"0","1",,,,,,,
"110117101","110117","110117101","东高村镇","donggaocunzhen","4",,"0","1",,,,,,,
"110117102","110117","110117102","山东庄镇","shandongzhuangzhen","4",,"0","1",,,,,,,
"110117104","110117","110117104","南独乐河镇","nandulehezhen","4",,"0","1",,,,,,,
"110117105","110117","110117105","大华山镇","dahuashanzhen","4",,"0","1",,,,,,,
"110117106","110117","110117106","夏各庄镇","xiagezhuangzhen","4",,"0","1",,,,,,,
"110117108","110117","110117108","马昌营镇","machangyingzhen","4",,"0","1",,,,,,,
"110117110","110117","110117110","王辛庄镇","wangxinzhuangzhen","4",,"0","1",,,,,,,
"110117111","110117","110117111","大兴庄镇","daxingzhuangzhen","4",,"0","1",,,,,,,
"110117112","110117","110117112","刘家店镇","liujiadianzhen","4",,"0","1",,,,,,,
"110117114","110117","110117114","镇罗营镇","zhenluoyingzhen","4",,"0","1",,,,,,,
"110117213","110117","110117213","黄松峪乡","huangsongyuxiang","4",,"0","1",,,,,,,
"110117214","110117","110117214","熊儿寨乡","xiongerzhaixiang","4",,"0","1",,,,,,,
"1102","11","1102","县","xian","2",,"0","1",,,,,,,
"110228","1102","110228","密云县","miyunxian","3",,"0","1",,,,,,,
"110228001","110228","110228001","鼓楼街道","guloujiedao","4",,"0","1",,,,,,,
"110228002","110228","110228002","果园街道","guoyuanjiedao","4",,"0","1",,,,,,,
"110228003","110228","110228003","檀营地区","tanyingdiqu","4",,"0","1",,,,,,,
"110228100","110228","110228100","密云镇","miyunzhen","4",,"0","1",,,,,,,
"110228101","110228","110228101","溪翁庄镇","xiwengzhuangzhen","4",,"0","1",,,,,,,
"110228102","110228","110228102","西田各庄镇","xitiangezhuangzhen","4",,"0","1",,,,,,,
"110228103","110228","110228103","十里堡镇","shilibaozhen","4",,"0","1",,,,,,,
"110228104","110228","110228104","河南寨镇","henanzhaizhen","4",,"0","1",,,,,,,
"110228105","110228","110228105","巨各庄镇","jugezhuangzhen","4",,"0","1",,,,,,,
"110228106","110228","110228106","穆家峪镇","mujiayuzhen","4",,"0","1",,,,,,,
"110228107","110228","110228107","太师屯镇","taishitunzhen","4",,"0","1",,,,,,,
"110228108","110228","110228108","高岭镇","gaolingzhen","4",,"0","1",,,,,,,
"110228109","110228","110228109","不老屯镇","bulaotunzhen","4",,"0","1",,,,,,,
"110228110","110228","110228110","冯家峪镇","fengjiayuzhen","4",,"0","1",,,,,,,
"110228111","110228","110228111","古北口镇","gubeikouzhen","4",,"0","1",,,,,,,
"110228112","110228","110228112","大城子镇","dachengzizhen","4",,"0","1",,,,,,,
"110228113","110228","110228113","东邵渠镇","dongshaoquzhen","4",,"0","1",,,,,,,
"110228114","110228","110228114","北庄镇","beizhuangzhen","4",,"0","1",,,,,,,
